id,food,image,instructions,food_type,Calories,FatContent,ProteinContent,glutenFree,dairyFree,sourceUrl,ingredients,food_cluster
1752,Broiled Tomatoes With Cheese,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/83/00/picrPT2jC.jpg","Sprinkle tomato halves with salt and pepper.  Sprinkle each half with 1/8 teaspoon basil, spread with 1 teaspoon mayonnaise, and sprinkle with 2 teaspoons cheese."", ""Broil 7 to 8 minutes about 10 inches from the broiler.""",Veg,30.8,1.1,2.1,True,False,http://www.food.com/,"['tomatoes', 'basil', 'Miracle', 'Whip', 'parmesan', 'cheese']",0
1753,Creamy Cabbage Soup (Dairy-Free),"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/09/24/picmdmVy3.jpg","Boil together cabbage and broth until cabbage is soft."", ""Sprinkle in white pepper to taste."", ""Insert immersion blender into pot, and blend until creamy."", ""add soymilk for extra creaminess.""",Veg,70.1,0.3,3.6,True,True,http://www.food.com/,"['vegetable', 'broth', 'cabbage', 'soymilk', 'white', 'pepper']",3
1754,Carrots and Pineapple,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/43/15/picttSUOO.jpg","In a saucepan, bring 1 inch of water to a boil; place carrots in a steamer basket over water."", ""Cover and steam for 8-10 minutes or until crisp-tender.  Drain pineapple, reserving juice; set pineapple aside."", ""In a saucepan, combine cornstarch and cinnamon."", ""Add the brown sugar, butter and reserved juice."", ""Bring to a boil; cook and stir for 2 minutes or until thickened."", ""Stir in the carrots and pineapple; heat through.""",Veg,247.5,3.1,1.1,False,True,http://www.food.com/,"['pineapple', 'chunks', 'cornstarch', 'ground', 'cinnamon', 'brown', 'sugar', 'butter', 'margarine']",2
1755,Broccoli Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/79/6/picufpufR.jpg","Cut the broccoli fairly small, mix with bacon, grapes and cheese."", ""Mix dressing separately, then add to broccoli mixture."", ""You may add more dressing if you like as this salad tends to soak up the dressing over time.""",Veg,504.7,40.5,15.1,False,True,http://www.food.com/,"['broccoli', 'bacon', 'red', 'seedless', 'grapes', 'cheddar', 'cheese', 'mayonnaise', 'white', 'sugar']",1
1756,Maple Baked Beets,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/79/40/pic4VwNyM.jpg","Heat oven to 300 degrees.  Butter baking dish large enough to fit beets in single layer."", ""Scrub beets and trim tops to 1 inch.  Place beets in prepared dish and cover.  Bake until tender when pierced with fork, about 1 hour.  Transfer to colander and cool briefly under cold running water.  When cool enough to handle, slip off skins.  Slice 1/4\"" thick (about 3-1/2 cups."", ""Heat 2 T. butter in large heavy skillet over medium-high heat.  Add onion and saute until somewhat tender but not browned, 2-3 minutes.  Remove from skillet."", 
""Combine remaining 2 T. butter, the syrup, orange juice, mustard, orange zest, and pepper in same skillet.  Heat over medium heat to boiling.  Add beets and onions; cook, turning frequently with spatula, until syrup is absorbed and vegetables are glazed, about 4 minutes.  Serve at once.""",Veg,294.4,12.2,5.3,False,False,http://www.food.com/,"['beets', 'unsalted', 'butter', 'Spanish', 'onion', 'maple', 'syrup', 'grainy', 'mustard', 'orange', 'zest', 'fresh', 'ground', 'pepper']",3
1757,Segura Pickles,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/67/26/picdEZxYd.jpg","Grow or buy Kirbies that are small enough to fit neatly into quart canning jars. Make sure the skins are not wrinkled. Boil your jars to sterilize. Pack the cucumbers into the jars."", ""Boil all the seeds and spices together with the vinegar, sugar, salt and water. (You can put a spoon in and taste it now to see if you want to change the salt to sugar to vinegar to water ratio.."", ""Pour the brine over the cucumbers. If there isn't enough liquid to completely cover all the cukes, add some boiled water. Cover loosely with the lids and let sit for 1 hour to 24 hours or more, taste, then refrigerate. If you intend to keep the pickles more than a couple of weeks then go through the canning process and boil the jars immediately after pouring the brine."", 
""From Phyllis: A tip: I cut one pickle into quarters and put it near the top of the jar so if I want to see how they taste I can pick it out with a fork, rinse it off gently, and taste to see if I want to continue the pickling process longer."", ""If you don't like that slightly yellowish color that is imparted to the pickles then eliminate the turmeric.""",Veg,72.4,0.6,1.5,True,False,http://www.food.com/,"['garlic', 'cloves', 'whole', 'coriander', 'seed', 'celery', 'seed', 'fennel', 'seed', 'whole', 'allspice', 'whole', 'cloves', 'black', 'peppercorns', 'bay', 'leaves', 'red', 'chili', 'peppers', 'fennel', 'leaves', 'dill', 'powdered', 'turmeric', 'vinegar', 'sugar', 'salt', 'water', 'kirby', 'cucumbers']",3
1758,Pappardelle With Mixed Wild Mushrooms,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/20/98/picbaUenf.jpg","Brush off any dirt from the mushrooms and slice thinly (any girolles, chanterelles and blewits - tear in half."", ""Put the olive oil in a very hot frying pan and add the mushrooms."", ""Let them fry fast, tossing once or twice."", ""Add the garlic and chilli with a pinch of salt (it is very important to season mushrooms lightly, as a little really brings out the flavorand continue to fry quickly another 4 to 5 minutes, tossing regularly."", ""Then turn the heat off and squeeze in the lemon juice."", 
""Toss and season to taste."", ""Meanwhile cook the pasta in boiling salted water until al dente."", ""Add to the mushrooms, with the Parmesan, parsley and butter."", ""Toss gently, coating the pasta with the mushrooms and their flavor."", ""Serve, scraping out all of the last bits of mushroom love from the pan, and sprinkle with a little extra parsley and Parmesan.""",Veg,662.9,25.4,19.7,True,False,http://www.food.com/,"['olive', 'oil', 'garlic', 'clove', 'pappardelle', 'pasta', 'parmesan', 'cheese', 'fresh', 'flat', 'leaf', 'parsley', 'unsalted', 'butter']",0
1759,Garam Masala Green Beans,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/29/12/picYaoKJ2.jpg","Combine oil, garlic, garam masala, mustard seeds, green beans, salt and 1/4 cup water in large skillet."", ""Cover, and simmer over medium-low heat 5 minutes, or until beans are just tender."", ""Uncover skillet, and increase heat to medium high.  Cook 3 minutes or until liquid has evaporated."", ""Sauté 3 minutes more, until beans start to brown."", ""Remove from heat, stir in lemon juice and serve.""",Veg,91.7,7.0,1.8,True,False,http://www.food.com/,"['garlic', 'cloves', 'garam', 'masala', 'brown', 'mustard', 'seeds', 'green', 'beans', 'salt', 'fresh', 'lemon', 'juice']",3
1760,Louisiana Mashed Eggplant Patties,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/60/pickSlHU4.jpg","In a 2 quart saucepan heat water."", ""Peel and cube eggplant."", ""Drop into boiling water. Cover and cook until tender."", ""While eggplant is cooking, mix  all ingredients except lemon juice and shortening in a bowl."", ""Drain eggplant and mash with fork or beaters."", ""Add lemon juice."", ""Add eggplant lemon juice mixture to bowl mixture."", ""Heat shortening or oil in large frying pan."", ""Form 8 patties Fry until brown on both sides.""",Veg,280.3,20.8,13.8,True,False,http://www.food.com/,"['eggplant', 'eggs', 'parsley', 'flakes', 'fresh', 'garlic', 'salt', 'pepper', 'lemon', 'juice', 'shortening', 'olive', 'oil']",3
1761,Curried Parsnip Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/29/0/pici6kVBA.jpg","Heat the oil and butter in a large saucepan, add the onion, parsnip and garlic and cook for about 5-7 minutes until the vegetables have softened but not coloured."", ""Add the garam masala and chili and cook for about 30 seconds."", ""Add the flour mixing well and cook stirring constantly for a further 30 seconds."", ""Stir in the stock, lemon juice and rind and bring to the boil."", ""Reduce the heat and simmer for 20 minutes."", ""Remove some of the vegetable pieces and set aside."", ""Puree the remaining soup then return to the saucepan with the reserved vegetables."", 
""reheat."", ""Season to taste with salt and pepper and serve with a little of the julienned rind scattered over each serving.""",Veg,79.2,6.4,0.7,True,False,http://www.food.com/,"['butter', 'red', 'onion', 'parsnips', 'garlic', 'garam', 'masala', 'red', 'chili', 'powder', 'all', 'purpose', 'flour', 'fresh', 'lemon', 'rind', 'fresh', 'lemon', 'rind']",3
1762,String/Green Beans W/Ginger and Garlic,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/60/23/picJr9f1N.jpg","Bring a large pot of salted water to a boil."", ""Fill a large bowl with ice water."", ""Working in two batches, boil beans until just tender but still crisp and bright green."", ""Start testing after 4 minutes or so, being careful not to overcook."", ""When done, plunge beans into ice water to stop cooking, lift out immediately when cool and drain on towels. (Recipe can be made to this point up to a day in advance and kept refrigerated, wrapped in towels.."", ""When ready to cook, heat 2 tablespoons oil in a wide skillet over high heat."", 
""Add half the beans, half the ginger and half the garlic, and cook, stirring and tossing constantly, until beans are heated through and ginger and garlic are softened and aromatic."", ""Sprinkle with salt, and remove to a serving dish."", ""Repeat with remaining oil, beans, ginger and garlic. Serve.""",Veg,87.0,5.6,2.2,False,True,http://www.food.com/,"['salt', 'string', 'beans', 'fresh', 'ginger', 'garlic', 'cloves']",2
1763,Crockpot Parmesan Ranch Mushrooms,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/50/00/90/8bW0fiz6RJa007QrJnzS_081%20ranch%20mushrooms.jpg","Put the mushrooms in the crockpot."", ""Melt butter in a bowl and add the Hidden Valley Ranch Dressing Package."", ""Mix well and pour over mushrooms in the Crockpot."", ""Sprinkle with about two teaspoons of Parmesan Cheese or more to your liking."", ""Cook in crockpot at low for 4 hours."", ""It gives a delicious side dishes or topping for a steak.""",Veg,240.7,24.1,4.9,True,True,http://www.food.com/,"['fresh', 'mushrooms', 'butter', 'parmesan', 'cheese']",3
1764,Healthy Exchanges Creamy Cucumbers,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/26/30/picfll0ZZ.jpg","In a large bowl, combine cucumbers and onions."", ""Pour dressing over cucumbers and onions."", ""Add salt and black pepper."", ""Stir gently to combine."", ""Cover and refrigerate at least 2 hours.""",Veg,57.5,0.7,0.9,True,True,http://www.food.com/,"['cucumbers', 'salt', 'black', 'pepper']",3
1765,Scalloped Zucchini &amp; Yellow Squash,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/46/49/pictEnWQx.jpg","Preheat oven to 350."", ""Mix sliced vegetables."", ""Mix melted butter with sugar, salt, oregano, and pepper."", ""Mix butter with veggies."", ""Spread in pan."", ""Bake ½ hour; remove from oven; spread Parmesan over top; bake ½ hour more.""",Veg,117.4,8.7,3.1,False,True,http://www.food.com/,"['butter', 'onion', 'zucchini', 'tomatoes', 'sugar', 'salt', 'oregano', 'pepper', 'parmesan', 'cheese']",3
1766,Artichoke Blue Cheese Butter,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/29/78/picodjwCv.jpg","Drain artichokes, and fry in two tablespoons of butter until a bit dark, I like to fry these until some of the leaves are brown."", ""Separately melt the rest of the butter, add the shallot and cook a bit 2 minutes, add garlic cook a bit more and then add blue cheese till it melts with the butter.  Then add 1/4 lime and mix, add the artichokes and mix."", ""Serve and lastly squeeze the other half of the lime on top.  Enjoy.""",Veg,360.4,26.2,8.7,False,True,http://www.food.com/,"['canned', 'artichoke', 'hearts', 'butter', 'blue', 'cheese', 'garlic', 'clove', 'shallot', 'lime']",0
1767,Gazpacho,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/03/17/picF0R6Z4.jpg","Wash and coarsely chop the tomatoes, saving the juice."", ""Core, seed and coarsely chop the peppers."", ""Peel, seed and coarsely chop the cucumbers."", ""Dice the celery."", ""Whisk vinegar, oil, tomato juice and V8 together in a small bowl."", ""Puree the vegetables in small batches, using a blender or food processor.  Add tomato juice mixture, as necessary.  Do not puree completely -- mixture should be chunky and crunchy."", ""Stir in cayenne and dill and salt and pepper to taste."", ""Cover and chill for at least 4 hours.""
",Veg,191.6,14.1,2.9,False,False,http://www.food.com/,"['tomatoes', 'celery', 'red', 'onions', 'shallots', 'cucumbers', 'red', 'wine', 'vinegar', 'olive', 'oil', 'cayenne', 'pepper', 'fresh', 'dill']",3
1768,Company Peas,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/57/05/8/picKJQfje.jpg","Cook onions in butter until tender but not brown; stir in remaining ingredients."", ""Season with salt and pepper."", ""Cover and cook over low heat until warm."", ""Serves 4.""",Veg,122.4,6.2,4.7,False,False,http://www.food.com/,"['onion', 'butter', 'margarine', 'sugar', 'thyme', 'salt', 'pepper']",3
1769,Super Simple Zucchini,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/69/08/picpRlNj4.jpg","Wash zucchini and cut it into 1/4 inch pieces."", ""Heat the oil in a Dutch oven over high heat.  In very hot oil, stir the zucchini until well coated."", ""Quickly add the water, salt and sugar.  Reduce heat to medium-high."", ""Continue to cook for 6-7 minutes, stirring often, until tender-crisp.""",Veg,57.1,3.9,1.8,False,False,http://www.food.com/,"['zucchini', 'water', 'salt', 'sugar']",3
1770,Shiitake Don,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/80/40/picpABnFt.jpg","Heat sesame oil in a pan and saute onion slices."", ""Add mushrooms, water, tamari, sugar and sake."", ""Cook until the liquid is reduced in half and mushrooms are tender."", ""Put cooked quinoa or brown rice in a small bowl and place the mushrooms and onion on top."", ""Sprinkle scallions and shichimi togarashi (if using on top."", ""Infuse love into the food and serve!""",Veg,317.5,7.5,11.6,True,False,http://www.food.com/,"['onion', 'shiitake', 'mushrooms', 'water', 'tamari', 'sake', 'raw', 'sugar', 'artificial', 'sweetener', 'scallion', 'brown', 'rice']",3
1771,Punajuuripihvit -- Finnish Beet Steaks,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/33/74/pic2lOiWE.jpg","Dip beets in beaten egg, then sprinkle half of the bread crumbs onto a paper towel. Place beet slices on the crumbs & sprinkle with remaining crumbs."", ""In a skillet, over medium-low heat, melt butter, then saute beet slices, turning to brown each side, about 3 minutes for each side."", ""Place on a serving platter & sprinkle with lemon juice & parsley.""",Veg,173.6,7.9,5.4,True,True,http://www.food.com/,"['beets', 'egg', 'unsalted', 'butter', 'lemon', 'juice', 'fresh', 'parsley']",3
1772,Green Beans With Pancetta &amp; Toasted Almonds,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/30/44/pic4plxCO.jpg","In a medium pot with steamer insert, bring a few inches of water to a boil."", ""In a large skillet, toast the almonds until golden brown.  Remove from pan and set aside."", ""Add the beans to the steamer insert.  Steam until bright green, but still slightly crisp.  About 5 minutes."", ""In the large skillet, melt the butter and add the pancetta.  Cook on medium until the pancetta just starts to crisp."", ""Add the beans to the skillet and toss to coat.  Continue cooking until the beans are done, about 3 minutes."", 
""Serve the beans with the toasted almonds on top.  Season to taste with salt & pepper.""",Veg,93.9,5.9,3.3,True,True,http://www.food.com/,"['fresh', 'green', 'beans', 'pancetta', 'butter', 'fresh', 'ground', 'black', 'pepper', 'salt']",0
1773,Gordon's Restaurant� Artichoke Fritters,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/29/98/picyPkFNM.jpg","Combine the flour, baking powder, and salt and pepper in a mixing bowl. Mix well."", ""In another bowl, combine the milk, egg, and olive oil. Whisk it into the dry ingredients until well incorporated; do not overmix. Set the batter aside for 30 minutes."", ""Heat the corn or peanut oil to 375*F. in a deep heavy skillet."", ""Using tongs, dip the artichoke hearts in the batter and then gently drop them in the hot oil. Fry a few at a time until golden brown, just a few seconds. Drain on paper towels, repeat with the remaining artichokes. Serve hot, with the bearnaise sauce."", 
""Note: If you don't have a deep fat thermometer, drip a 1\"" cube of bread in the oil. If it turns golden brown within 1 minute, the oil is hot enough. Remove the bread and proceed with the recipe.""",Veg,1627.0,168.4,6.8,False,False,http://www.food.com/,"['all', 'purpose', 'flour', 'baking', 'powder', 'salt', 'ground', 'black', 'pepper', 'milk', 'egg', 'olive', 'oil', 'frozen', 'artichoke', 'hearts']",3
1774,Asparagus and Leek Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/84/8/pichex03p.jpg","Trim the tough ends from the asparagus and the tough green parts of the leeks and reserve the trimmings."", ""Chop the trimmings coarsely and combine them with the onion and stock in a large saucepan."", ""Bring to a boil and simmer for 45 minutes to 1 hour."", ""Remove from the heat, strain the broth, and discard the trimmings."", ""Meanwhile, slice the leeks thinly and cut the asparagus into 1-inch pieces."", ""Wash thoroughly."", ""Heat the butter in a skillet over moderate heat and sauté the leeks for 5 minutes, stirring frequently."", 
""Add the asparagus and sauté 2 more minutes."", ""Transfer the asparagus and leeks to the stock and season with salt, pepper, and nutmeg."", ""Simmer until the vegetables are tender, about 5 minutes."", ""Remove 1 cup of the vegetables with a slotted spoon and set aside."", ""Puree the remaining soup in batches in an electric blender or food processor. Return to skillet."", ""Add the reserved vegetables and bring to a simmer."", ""Serve garnished with chopped chives.""",Veg,244.2,10.5,12.8,True,False,http://www.food.com/,"['asparagus', 'leeks', 'onion', 'butter', 'salt', 'white', 'pepper', 'fresh', 'nutmeg', 'chives']",2
1775,Curried Pumpkin Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/41/1/BNLDykXyQkK7D2AuTmJa_pumpkin%20soup.JPG","In a large Dutch oven, saute mushrooms and onion in butter until tender."", ""Add in flour and curry powder and mix until blended."", ""Gradually add the broth."", ""Bring to a boil; cook, stirring constantly, for 2 minutes or until thickened."", ""Add the pumpkin, milk, honey, salt, pepper, and nutmeg; cook until heated through.""",Veg,163.5,8.5,6.2,False,False,http://www.food.com/,"['fresh', 'mushrooms', 'onion', 'butter', 'margarine', 'all', 'purpose', 'flour', 'curry', 'powder', 'vegetable', 'broth', 'pumpkin', 'evaporated', 'milk', 'honey', 'salt', 'pepper', 'ground', 'nutmeg']",3
1776,Roasted Garlic-Pepper Green Beans,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/88/06/piclybAB1.jpg","Combine all ingredients in a shallow casserole or gratin dish, or a jelly roll pan."", ""Bake, stirring occasionally, at 450F until beans are tender and lightly browned.""",Veg,56.1,2.4,2.1,True,False,http://www.food.com/,"['green', 'beans', 'olive', 'oil', 'salt', 'garlic', 'powder', 'black', 'pepper']",3
1777,Lemon Asparagus and Carrots,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/70/90/picRHVkJU.jpg","Sodium Wash, trim, and peel small carrots."", ""Place carrots in a steamer basket above boiling water."", ""Cover and steam about 15 minutes or till crisp- tender."", ""Rinse carrots in cold water; drain."", ""Meanwhile, cook frozen asparagus spears according to package."", ""Rinse asparagus in cold water; drain."", ""Cover and chill drained carrots and asparagus."", ""To serve, arrange carrots and asparagus on a platter."", ""Sprinkle with a little lemon juice and lemon pepper.""",Veg,24.9,0.2,1.3,False,True,http://www.food.com/,"['carrot', 'asparagus', 'spears', 'lemon', 'pepper', 'lemon', 'juice']",2
1778,Honey-Glazed Carrots With Green Onions,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/82/44/picuZBCwG.jpg","Salt a large saucepan full of water and bring to a rapid boil. Add carrots and boil 5-7 minutes, until tender. Drain."", ""In a large skillet or saute pan, melt butter over medium heat. Add garlic and cook, stirring constantly, for 2 minutes. Remove garlic and discard."", ""Add the honey, stirring to blend. Add carrots and salt and pepper to taste (it doesn't need much, a few shakes should do it. Stir around until carrots are coated. Cook, stirring occasionally, for 7-10 minutes, until carrots begin to brown. (You may need to increase heat to medium-high on some stoves."", 
""Pour carrots and all the \""juices\"" into a serving bowl. Add green onions and toss.""",Veg,251.8,11.8,2.0,True,True,http://www.food.com/,"['carrot', 'butter', 'garlic', 'clove', 'honey', 'green', 'onion', 'tops', 'dried', 'chives']",3
1779,Spider Web Dip with Spooky Tortilla Chips (optional),"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/43/01/5/picmcuqQg.jpg","Place cream cheese and salsa in blender or food processor container and blend until almost smooth."", ""Spread cream cheese mixture on round serving dish or pie plate, smooth guacamole over top, leaving 1/2-inch border."", ""Place sour cream in small resealable plastic food storage bag, seal bag."", ""Cut off tiny corner of bag and pipe sour cream in spiral shape over guacamole."", ""Run tip of knife through sour cream to make\""spider web."", ""\""."", ""Spooky Tortilla Chips:Preheat oven to 350°F."", ""Spray baking sheet with nonstick cooking spray."", 
""Using 3-inch Halloween cookie cutters, cut tortillas, one at a time, into shapes."", ""Lightly spray tortilla shapes with cooking spray."", ""Place on prepared baking sheet and sprinkle with salt."", ""Bake 5 to 7 minutes or until edges begin to brown."", ""Remove to wire rack to cool completely.""",Veg,420.2,15.5,10.6,False,True,http://www.food.com/,"['cream', 'cheese', 'salsa', 'sour', 'cream', '8', 'inch', 'flour', 'tortillas', 'flour', 'tortillas', 'salt']",3
1780,Fresh Green Bean and Mushroom Casserole,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/44/12/picGlxzIv.jpg","Preheat oven to 375°F."", ""In a covered sauce pan cook green beans in a small amount of boiling water until tender and crisp, about 15 minutes; drain and set aside."", ""For the white sauce, in a medium saucepan over medium heat melt butter. Stir in flour, dry salad dressing mix and white pepper until combined. Stir in milk. Cook and stir over medium heat until thickened and bubbly; remove from heat."", ""Spray a medium nonstick skillet with nonstick spray and warm over medium heat. Add onion and garlic to hot skillet; cook until tender. Remove half of the onion mixture and set aside. Add mushrooms to skillet and cook until tender."", 
""In a 1 1/2-quart casserole, combine mushroom mixture, green beans and white sauce."", ""In a small bowl stir together reserved onion mixture and bread crumbs. Sprinkle over casserole and bake for 25 - 30 minutes or until heated through.""",Veg,237.9,9.9,8.9,True,True,http://www.food.com/,"['fresh', 'green', 'beans', 'butter', 'margarine', 'all', 'purpose', 'flour', 'white', 'pepper', 'milk', 'onion', 'garlic', 'cloves', 'fresh', 'mushrooms']",2
1781,(Copycat) La Madeline's Tomato Basil Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/65/48/picCQN926.jpg","Combine tomatoes, tomato juice and broth in a saucepan and simmer for 30 minutes."", ""Puree with basil in the blender.  Make sure that this is smooth - I always strain it."", ""Return to saucepan.  Add cream and butter while stirring over low heat."", ""Serve and enjoy!""",Veg,305.0,27.7,3.6,True,True,http://www.food.com/,"['whole', 'canned', 'tomatoes', 'tomato', 'juice', 'basil', 'leaves', 'dried', 'basil', 'sweet', 'unsalted', 'butter', 'salt', 'black', 'pepper']",3
1782,"Creamed Celery, from 1928","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/05/82/pic3NPssb.jpg","Cut celery to 1 inch pieces."", ""Cover with water and cook till tender but not soft."", ""Drain, saving the celery liquid."", ""Melt the butter, mix in the flour and gradually blend in the milk to make a smooth white sauce."", ""Use some saved celery liquid to thin the sauce if needed and save the rest for the soup pot."", ""Mix the cooked celery into the sauce and turn into a well buttered dish (oven proof."", ""Sprinkle the cheese over the top."", ""Sprinkle the crumbs that have been lightly browned in the butter over the top of the dish."", 
""Bake in a moderate oven (350 degrees for about 20 mins or until the cheese melts and the mixture is heated through/.""",Veg,233.6,13.4,7.9,False,False,http://www.food.com/,"['celery', 'butter', 'flour', 'milk', 'cheese', 'butter']",3
1783,Creamy Brussels Sprouts Gratin,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/93/58/picyvWgdN.jpg","Preheat oven to 350."", ""If there are very large sprouts, cut them in half lengthwise.  Cook frozen sprouts according to package"", ""directions; drain.  (If using fresh, cook them until fork-tender; drain.  Place drained sprouts in a lightly greased or sprayed shallow casserole dish."", ""In a small saucepan, over med heat, melt 1 tbsp butter and saute the onion in the butter about 2 minutes.  Stir in flour until smooth.  Add sliced mushrooms."", ""Add cream, milk, salt, pepper, thyme and paprika and stir until heated."", 
""Reduce heat to med-low and stir in the cheeses.  Stir frequently until cheeses are melted.  Pour this over brussels sprouts in the casserole dish."", ""In a small bowl, combine 1 tbsp melted butter and breadcrumbs; sprinkle evenly over top."", ""Bake at 350 for 25-30 minutes or until bubbly on top.""",Veg,254.2,16.6,11.9,True,False,http://www.food.com/,"['frozen', 'Brussels', 'sprouts', 'butter', 'flour', 'half', 'and', 'half', 'cream', 'milk', 'salt', 'white', 'pepper', 'thyme', 'paprika', 'swiss', 'cheese', 'cheddar', 'cheese', 'butter']",3
1784,Cream of Tomato and Horseradish Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/44/94/picOzq4cf.jpg","Melt the butter in a large saucepan and cook the onion and celery for about 10 minutes until softened."", ""Add the garlic and cook for a further few minutes. Add the tomatoes with the sugar, broth and a good pinch of salt and ground black pepper. Bring to the boil and cook for 15 minutes then liquidize."", ""Stir in the horseradish and the cream and gently heat, taking care not to let the soup boil. Taste for seasoning.""",Veg,179.2,15.3,2.1,True,False,http://www.food.com/,"['butter', 'onions', 'celery', 'ribs', 'garlic', 'cloves', 'chopped', 'tomatoes', 'sugar', 'vegetable', 'broth']",2
1785,Roasted Portabella Caps,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/79/18/piczwirmK.jpg","Preheat oven to 450. Spray a cooking sheet or roasting pan.  (To lessen the mess, consider lining it with parchment paper instead.  Place mushrooms gill-side up on the pan.  Sprinkle with a little salt and pepper.  Roast until tender, about 20 minutes."", ""Meanwhile, combine breadcrumbs, Parmesan, parsley, oil, 1/8 t. salt and some pepper.  Remove mushrooms from oven.  Top each with 2 T. of crumb mixture, spreading evenly.  Return to oven and cook until browned, about 5 minutes.""",Veg,86.1,4.8,3.7,True,True,http://www.food.com/,"['portabella', 'mushrooms', 'parmesan', 'cheese', 'fresh', 'parsley', 'extra', 'virgin', 'olive', 'oil']",3
1786,Cold Cucumber Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/05/85/picL6MvID.jpg","Mix sugar, water, white pepper and salt in medium saucepan."", ""Heat mixture over medium-high heat to boiling  and boil until sugar is dissolved. Remove from heat and allow to cool. Stir in vinegar."", ""Pour mixture over vegetables, cover and refrigerate for several hours before serving.""",Veg,56.0,0.1,0.7,True,True,http://www.food.com/,"['sugar', 'water', 'white', 'pepper', 'salt', 'cider', 'vinegar', 'cucumbers', 'onion', 'fresh', 'parsley']",1
